166 ||| s c h o r ||| -5.90576189898 -10.1201478599 -9.44412831933 -11.1946202478 -9.65135330896 0.0 -99.0 ||| -10.000554
167 ||| i c h ||| -0.0263793870547 -0.00567541338964 -0.0593875350538 -0.106902716243 -0.0385227302302 -2.0 -1.79678095132 ||| -1.142672
167 ||| i n ||| -4.02045344413 -5.6345599995 -3.04086510362 -2.41840530315 -3.59737191762 -1.0 -2.67018675804 ||| -4.303177
167 ||| e i n ||| -6.32838148618 -7.01242482757 -5.86765912842 -5.20604731753 -5.59465950351 -2.0 -2.38818848878 ||| -7.101538
168 ||| w o l l e n ||| -0.0193178840713 -0.023537929549 -0.0285479061474 -0.0108754713012 -0.0243593258163 0.0 -3.42557841539 ||| -0.046841
168 ||| w o l l e ||| -6.79698940767 -7.51289567537 -6.50586439455 -5.94552665426 -10.1157787541 0.0 -99.0 ||| -8.112763
168 ||| w o l l ||| -5.78485388586 -7.75050769897 -10.1272834193 -8.63829692564 -9.36322764122 0.0 -99.0 ||| -9.070186
169 ||| a n ||| -0.0493404248926 -0.108154858442 -0.0669456028686 -0.0885139103257 -0.114820313036 -1.0 -2.94905102253 ||| -0.648478
169 ||| a ||| -3.77020112006 -2.63879562218 -3.23620287241 -2.89328667273 -2.91341100887 0.0 -4.38106277585 ||| -3.123010
169 ||| a h ||| -5.36500662008 -7.53422199224 -5.08650355936 -5.65364792899 -3.46400499117 -1.0 -3.04383257031 ||| -5.984305
170 ||| d a s ||| -0.0874831804358 -0.218921764648 -0.125267390562 -0.0745759090596 -0.0533773890698 0.0 -1.89194909483 ||| -0.126016
170 ||| d a s s ||| -2.53638626671 -4.81358830826 -2.89570417049 -2.71621735097 -3.07298180274 0.0 -2.8129774034 ||| -3.227927
170 ||| d i e s e s ||| -7.92894787941 -1.88441599618 -3.44225838962 -6.46400991581 -6.50570178265 -1.0 -4.09582260251 ||| -5.816530
171 ||| s o l l e ||| -0.269609248638 -2.51092792918 -0.0578143985661 -0.328713530699 -0.0724785628742 0.0 -5.09283283353 ||| -0.685840
171 ||| s o l l ||| -1.83684986358 -0.278929726348 -4.17586564808 -1.92918687172 -4.33654059694 0.0 -3.51905322075 ||| -2.537684
171 ||| s o l l e n ||| -3.12060223105 -7.48338088409 -3.72316173874 -2.57484370088 -4.42439043993 -1.0 -4.38106277585 ||| -4.838864
172 ||| a u f p a s s e n ||| -0.145581065174 -1.74537035985 -0.0466326230715 -0.0465440211692 -0.055943937386 0.0 -4.7176335156 ||| -0.443151
172 ||| a u f p a s s e ||| -2.55845207075 -5.35005765876 -3.56355316167 -3.68388625796 -3.68064238347 0.0 -99.0 ||| -4.504670
172 ||| a u f p a s s e r ||| -3.16443495218 -8.35631699275 -5.3191204904 -8.65606120117 -4.94183200973 0.0 -99.0 ||| -6.824905
173 ||| k ö n n t e ||| -1.21359439963 -0.0460832246193 -0.188161487098 -0.693162974366 -0.391732774197 0.0 -3.78916406631 ||| -0.534769
173 ||| k ö n n e n ||| -0.407943480893 -3.62005957045 -3.46865038891 -4.65576184511 -5.95203417111 0.0 -3.30456024408 ||| -3.645502
173 ||| k ö n n t ||| -8.11885299978 -5.25809274492 -2.10369830196 -0.773796047131 -7.73700038328 0.0 -4.7176335156 ||| -4.833425
174 ||| d e r ||| -0.0965943652123 -0.0895852916979 -0.141292710175 -0.0963254369083 -0.0740413483521 0.0 -2.18047758192 ||| -0.115808
174 ||| d e n ||| -2.61941058905 -3.21097319052 -2.29734751505 -2.62431748363 -2.98717601414 0.0 -2.40422480926 ||| -2.765752
174 ||| d i r ||| -6.02895431492 -3.13367455009 -3.83091848795 -4.77072981359 -4.44823211051 0.0 -2.73894035816 ||| -4.462901
175 ||| a b e r ||| -0.000461449396313 -0.000707650872281 -0.0007142803806 -0.000153481577961 -0.000580365202638 0.0 -2.27136832476 ||| -0.017441
175 ||| a b e r e ||| -10.4971637577 -9.10797082624 -15.9349827689 -12.12874428 -8.43492491214 0.0 -99.0 ||| -11.958109
175 ||| a b e r n ||| -12.9553718017 -9.75194174685 -11.8668216583 -12.2646480916 -10.6031556457 0.0 -99.0 ||| -12.225740
176 ||| : ) ||| -0.000363515509882 -0.000456481045939 -0.000428641853785 -0.000420564293294 -0.000222055405042 0.0 -2.50255849957 ||| -0.019017
176 ||| ; ) ||| -11.6443338184 -9.3759466413 -9.81598931684 -10.2548143799 -8.978556108 0.0 -2.60428360105 ||| -10.033325
176 ||| ) ) ||| -12.4090367407 -10.2966444874 -9.28798160418 -9.16523434139 -10.361171502 0.0 -99.0 ||| -11.041366
177 ||| b e s s e r ||| -0.00135803075606 -0.00314586687583 -0.00580120554557 -0.00788862276699 -0.0010597272178 0.0 -3.26473048329 ||| -0.028166
177 ||| b e s s e r e ||| -8.29770910336 -8.79281972178 -7.07315434428 -8.20896010524 -9.63476389898 0.0 -4.7176335156 ||| -8.436618
177 ||| b i s s e r ||| -10.0508598486 -7.7404904721 -10.3640580601 -7.74748917935 -10.2735597353 0.0 -99.0 ||| -9.972643
178 ||| m ä r k u ||| -0.0902981385977 -0.662149221773 -0.0798869251812 -0.145092145654 -0.00502738736718 0.0 -4.7176335156 ||| -0.231628
178 ||| m e r k u ||| -5.37798386526 -0.903250356032 -4.10440566766 -5.78713360643 -6.87880446192 0.0 -99.0 ||| -5.347668
178 ||| m ä r k u n ||| -7.19824791094 -6.5811419234 -4.03454478856 -3.97672996422 -5.92706249568 0.0 -99.0 ||| -6.280897
179 ||| i s t ||| -8.43139007622e-05 -0.000231046109627 -5.98326667376e-05 -0.000425410678429 -6.1032537983e-05 -1.0 -1.99534249306 ||| -0.555992
179 ||| e i s t ||| -10.4647659803 -11.972140592 -11.9274845531 -8.64383341247 -13.6248554368 0.0 -99.0 ||| -12.063968
179 ||| i n s t ||| -10.1234266945 -9.038919438 -13.7031627859 -12.9360774991 -14.4386918155 0.0 -99.0 ||| -12.785408
180 ||| m u s s ||| -0.0127661453203 -0.0019463223607 -0.00407381753656 -0.0019989139109 -0.00229496360876 0.0 -3.00393053889 ||| -0.026989
180 ||| m u s s e ||| -10.554796741 -8.68235331922 -10.5476085033 -7.79374941062 -9.19188229795 0.0 -99.0 ||| -10.091430
180 ||| m ü s s ||| -5.88152893705 -10.9466412237 -7.00095917557 -11.1420857625 -13.2716015432 0.0 -99.0 ||| -10.385915
181 ||| i s t ||| -8.43139007622e-05 -0.000231046109627 -5.98326667376e-05 -0.000425410678429 -6.1032537983e-05 -1.0 -1.99534249306 ||| -0.555992
181 ||| e i s t ||| -10.4647659803 -11.972140592 -11.9274845531 -8.64383341247 -13.6248554368 0.0 -99.0 ||| -12.063968
181 ||| i n s t ||| -10.1234266945 -9.038919438 -13.7031627859 -12.9360774991 -14.4386918155 0.0 -99.0 ||| -12.785408
182 ||| s c h l u s s ||| -0.00536404635022 -0.0068705711214 -0.00769261864908 -0.00825851115339 -0.000811045852601 0.0 -4.17179968953 ||| -0.036871
182 ||| s c h l a u s s ||| -6.64627778906 -6.66436335388 -10.3247151351 -7.56325338552 -9.50579367821 0.0 -99.0 ||| -8.878233
182 ||| s c h l u s s e ||| -9.10264189961 -8.04479929317 -10.4787923015 -6.71789038829 -8.6083068813 0.0 -99.0 ||| -9.327838
183 ||| g e w i n n e n ||| -0.271566411705 -0.554504582177 -0.0789071935115 -0.0753773754077 -0.0536167297834 0.0 -4.54191854596 ||| -0.240623
183 ||| g e w i n n e ||| -1.60793368574 -6.18362333534 -5.84039909789 -5.41931709405 -6.59269348914 0.0 -99.0 ||| -5.866145
183 ||| g e w i n n ||| -9.05856465539 -5.43528217605 -7.97940324907 -8.2610398608 -7.0291286945 0.0 -99.0 ||| -8.290036
184 ||| p u d d i n g ||| -0.0104340577472 -0.00758855496944 -0.116866183349 -0.0222912109979 -0.063638489473 0.0 -4.7176335156 ||| -0.079301
184 ||| p u d d i n g e ||| -7.7430626311 -5.50636131893 -5.35688546549 -8.07497000036 -7.77152681285 0.0 -99.0 ||| -7.627913
184 ||| p u d d u n g ||| -9.1257215043 -8.95657956602 -5.68789903355 -14.910091612 -9.10888067794 0.0 -99.0 ||| -10.295186
185 ||| h e r g e h o l t ||| -3.44929100379 -2.5277694089 -0.0801189082444 -1.94326598775 -0.115483370357 0.0 -99.0 ||| -2.360538
185 ||| h e r g h o l t ||| -1.10142494338 -0.139280092168 -8.66208975686 -1.53872457699 -4.31325211651 0.0 -99.0 ||| -3.888306
185 ||| h e r g e k o l t ||| -1.806987394 -10.8301993919 -6.25169240105 -9.78153653291 -4.79929027135 0.0 -99.0 ||| -7.431293
186 ||| h e u t e ||| -0.00210409280121 -0.00227156766315 -0.00336019923685 -0.00539611253134 -0.00406669354178 0.0 -3.04383257031 ||| -0.026110
186 ||| h e u t ||| -7.10338220601 -8.24713249296 -10.0125108402 -7.2771607997 -10.2397142345 0.0 -99.0 ||| -9.313332
186 ||| h e u t e n ||| -11.2420650945 -8.17784896656 -6.56749605161 -9.32202081162 -6.83799079201 -1.0 -99.0 ||| -9.707794
187 ||| u n d ||| -0.000185145801183 -0.000220390798834 -8.19192318577e-05 -0.000174756379353 -0.00014177997911 0.0 -2.08033153415 ||| -0.015655
187 ||| u n d e ||| -10.8442853032 -9.77584535355 -13.0429107633 -8.82646341303 -9.66344364697 0.0 -99.0 ||| -11.167942
187 ||| u r d ||| -9.62698711711 -10.7787783524 -11.3596548253 -17.2617123578 -11.1129569435 0.0 -99.0 ||| -12.765370
188 ||| g e k a u f t ||| -0.0101613843783 -0.111244200009 -0.395229766888 -0.166575772227 -0.113730084942 0.0 -3.92512467504 ||| -0.188623
188 ||| k a u f t ||| -6.81134521953 -2.38054608832 -1.32173788916 -1.91348786114 -2.4656285376 0.0 -4.7176335156 ||| -3.013686
188 ||| k ä u f t ||| -11.4819959151 -5.24520121762 -4.65564381182 -10.4779198994 -7.62259279318 0.0 -99.0 ||| -8.634023
189 ||| ! ||| -0.000511767100221 -0.000190769656293 -0.000393049103275 -5.31698507872e-05 -0.000328110739673 0.0 -2.41002061963 ||| -0.018245
189 ||| . ||| -11.3820694848 -11.4345154978 -11.2841480431 -12.1551463518 -9.94588637187 0.0 -2.04018464684 ||| -11.255548
189 ||| ! n ||| -11.8451837476 -12.6324087843 -12.4178329416 -11.5316196945 -11.7893417372 -1.0 -99.0 ||| -13.321587
190 ||| s i e ||| -0.554565178549 -0.730117866414 -0.209810098347 -0.343625752715 -1.74100024303 0.0 -2.37162712961 ||| -0.733488
190 ||| s i n d ||| -1.08045073237 -1.20971834699 -2.45452143793 -2.6106151052 -0.293512675762 -1.0 -2.81408700347 ||| -2.091681
190 ||| s e i n ||| -2.65230396932 -1.61557512904 -2.50040587151 -1.6641026937 -3.2164319571 -1.0 -2.92442503572 ||| -2.892503
191 ||| u n d ||| -0.000185145801183 -0.000220390798834 -8.19192318577e-05 -0.000174756379353 -0.00014177997911 0.0 -2.08033153415 ||| -0.015655
191 ||| u n d e ||| -10.8442853032 -9.77584535355 -13.0429107633 -8.82646341303 -9.66344364697 0.0 -99.0 ||| -11.167942
191 ||| u r d ||| -9.62698711711 -10.7787783524 -11.3596548253 -17.2617123578 -11.1129569435 0.0 -99.0 ||| -12.765370
192 ||| d a s ||| -0.0874831804358 -0.218921764648 -0.125267390562 -0.0745759090596 -0.0533773890698 0.0 -1.89194909483 ||| -0.126016
192 ||| d a s s ||| -2.53638626671 -4.81358830826 -2.89570417049 -2.71621735097 -3.07298180274 0.0 -2.8129774034 ||| -3.227927
192 ||| d i e s e s ||| -7.92894787941 -1.88441599618 -3.44225838962 -6.46400991581 -6.50570178265 -1.0 -4.09582260251 ||| -5.816530
193 ||| i c h ||| -0.00235063995065 -0.000376537665107 -0.00110761276852 -0.00583112002096 -0.00248573081095 0.0 -1.79678095132 ||| -0.015813
193 ||| i n ||| -10.5109520334 -9.66471720182 -9.89283222782 -5.60667807133 -8.00496835587 0.0 -2.67018675804 ||| -8.755917
193 ||| i c h e ||| -14.5822363152 -11.1469602746 -10.4874275611 -7.19563391652 -8.58686781989 -1.0 -99.0 ||| -11.678135
194 ||| i m ||| -0.00386032489618 -0.00450990982192 -0.00344818341701 -0.00934975528886 -0.00110383651539 0.0 -2.79729542136 ||| -0.025289
194 ||| a m ||| -6.41595521483 -9.89263307184 -7.22569560752 -8.15894103257 -7.91999246426 0.0 -2.32543507218 ||| -7.939963
194 ||| e i n e m ||| -8.2703354397 -10.1787931049 -7.09299471603 -7.30199951848 -12.942708249 -1.0 -3.37161066942 ||| -9.723436
195 ||| h a b e ||| -0.0285445183707 -0.0131303623738 -0.0394414594494 -0.0535203263701 -0.0411313892899 -1.0 -2.34166046977 ||| -0.593552
195 ||| h a b e n ||| -3.64906787551 -4.71952998393 -3.33100176516 -3.01792408711 -3.2579723382 -1.0 -2.81408700347 ||| -4.157017
195 ||| h e i m ||| -8.91582819618 -6.69130146206 -6.90931267425 -6.83185249141 -8.97459106732 -1.0 -3.328989923 ||| -8.230329
196 ||| d a s ||| -0.0874831804358 -0.218921764648 -0.125267390562 -0.0745759090596 -0.0533773890698 0.0 -1.89194909483 ||| -0.126016
196 ||| d a s s ||| -2.53638626671 -4.81358830826 -2.89570417049 -2.71621735097 -3.07298180274 0.0 -2.8129774034 ||| -3.227927
196 ||| d i e s e s ||| -7.92894787941 -1.88441599618 -3.44225838962 -6.46400991581 -6.50570178265 -1.0 -4.09582260251 ||| -5.816530
197 ||| d e r ||| -0.0965943652123 -0.0895852916979 -0.141292710175 -0.0963254369083 -0.0740413483521 0.0 -2.18047758192 ||| -0.115808
197 ||| d e n ||| -2.61941058905 -3.21097319052 -2.29734751505 -2.62431748363 -2.98717601414 0.0 -2.40422480926 ||| -2.765752
197 ||| d i r ||| -6.02895431492 -3.13367455009 -3.83091848795 -4.77072981359 -4.44823211051 0.0 -2.73894035816 ||| -4.462901
198 ||| g u t ||| -0.00338470329692 -0.0163631182111 -0.00863820604645 -0.00921209622654 -0.00612908692517 -1.0 -2.65932157636 ||| -0.569510
198 ||| g u t e ||| -6.13632937162 -4.17729380513 -4.98962577532 -4.71611971295 -5.18890334896 0.0 -3.43963769078 ||| -5.067273
198 ||| g u t e n ||| -6.94589372533 -8.02079994246 -8.00555291302 -9.59747402634 -8.239249401 0.0 -3.62955549359 ||| -8.188827
199 ||| n o c h ||| -0.00559836470791 -0.00270314654242 -0.0165417426419 -0.00527078348054 -0.00398574733491 -1.0 -2.27911411226 ||| -0.564753
199 ||| n a c h ||| -6.41658516154 -8.48430051207 -4.63249837154 -6.17823721546 -6.7162227104 -1.0 -3.28734943271 ||| -7.051011
199 ||| n o ||| -7.1732697929 -6.98450680559 -6.3817269867 -7.76010005309 -8.54808545918 0.0 -4.54191854596 ||| -7.403366
200 ||| d i e ||| -0.00791707150425 -0.00699767931136 -0.0143221222757 -0.00773822584519 -0.0306018763479 -2.0 -2.08469669521 ||| -1.110958
200 ||| d ||| -6.32312627278 -7.25135507067 -5.30809685849 -6.81378848989 -5.14935343703 0.0 -5.09283283353 ||| -6.207075
200 ||| d i e s e ||| -6.5611052811 -6.77571184421 -7.11269890429 -6.5397229936 -6.73364928015 -4.0 -3.38208964467 ||| -8.933599
201 ||| u n d ||| -0.000185145801183 -0.000220390798834 -8.19192318577e-05 -0.000174756379353 -0.00014177997911 0.0 -2.08033153415 ||| -0.015655
201 ||| u n d e ||| -10.8442853032 -9.77584535355 -13.0429107633 -8.82646341303 -9.66344364697 0.0 -99.0 ||| -11.167942
201 ||| u r d ||| -9.62698711711 -10.7787783524 -11.3596548253 -17.2617123578 -11.1129569435 0.0 -99.0 ||| -12.765370
202 ||| e i n ||| -0.42393462277 -0.210726801751 -0.915184216473 -1.5471690449 -0.145175176295 0.0 -2.38818848878 ||| -0.666225
202 ||| e s ||| -1.16032544816 -1.81315362 -0.646609787436 -0.299344823629 -2.20039054138 0.0 -2.26750669815 ||| -1.240853
202 ||| e e s ||| -4.56457882616 -5.14537707837 -6.1184617082 -5.27507251213 -5.93154155645 0.0 -99.0 ||| -6.144358
203 ||| e r z ä h l e n | e s ||| -0.575274290134 -0.884370587724 -6.07580100194 -1.22486121304 -3.32177115787 -1.0 -6.55689225532 ||| -3.006209
203 ||| e r z ä h l e n ||| -4.54911550349 -5.9183752512 -0.141100882165 -2.18748423007 -2.36389361109 -1.0 -4.03117850423 ||| -3.602976
203 ||| e r z ä h l e n | s i e ||| -3.43996216993 -4.64504159679 -6.58360016718 -1.11794097256 -3.86223271619 0.0 -7.14721254259 ||| -3.982988
204 ||| n o c h ||| -0.00559836470791 -0.00270314654242 -0.0165417426419 -0.00527078348054 -0.00398574733491 -1.0 -2.27911411226 ||| -0.564753
204 ||| n a c h ||| -6.41658516154 -8.48430051207 -4.63249837154 -6.17823721546 -6.7162227104 -1.0 -3.28734943271 ||| -7.051011
204 ||| n o ||| -7.1732697929 -6.98450680559 -6.3817269867 -7.76010005309 -8.54808545918 0.0 -4.54191854596 ||| -7.403366
205 ||| w e n n | i c h ||| -1.28021395047 -0.0431266320223 -0.00825843234287 -0.592067803595 -0.138294892171 0.0 -3.11130031012 ||| -0.435565
205 ||| w a n n | i c h ||| -0.345532678255 -3.33132525613 -7.42065737357 -0.896613545743 -2.10556742668 0.0 -4.64662354439 ||| -2.854547
205 ||| w ||| -6.76697184255 -7.21833798024 -9.03920864598 -5.63078041689 -6.97376723086 -1.0 -99.0 ||| -8.404123
206 ||| a u f ||| -0.001925367007 -0.000758351782455 -0.0147008615078 -0.00107965543201 -0.00102022821234 0.0 -2.63516679406 ||| -0.023524
206 ||| r a u f ||| -6.698890322 -8.92065794611 -5.51975829557 -8.33666256124 -9.31724519288 -1.0 -5.09283283353 ||| -8.337532
206 ||| a u f e ||| -12.6784641357 -10.1030304288 -13.3003887225 -11.3108798636 -9.34181346915 -1.0 -99.0 ||| -12.625225
207 ||| m i t t a g ||| -0.00346563625447 -0.00456936132965 -0.00538780842139 -1.51364240525 -0.0118822647236 0.0 -3.768776685 ||| -0.335859
207 ||| m i t t a g e ||| -7.13643750196 -6.56504295382 -9.70840711751 -6.54650145182 -4.81181958171 0.0 -99.0 ||| -7.690994
207 ||| w i t t a g ||| -10.7362503594 -9.03971522043 -8.53917233952 -5.90708051077 -10.0290564358 0.0 -99.0 ||| -9.587607
208 ||| 3 0 ||| -0.00149046743758 -0.00303445773401 -0.000955602977688 -0.00194290554288 -0.00728512269143 0.0 -4.78726822138 ||| -0.038597
208 ||| 3 3 ||| -7.39971692533 -7.68776768575 -10.9901010943 -8.16449082209 -5.33140095155 0.0 -99.0 ||| -8.652047
208 ||| 0 0 ||| -10.5651089743 -8.37715356556 -8.21373602674 -8.86274051611 -14.1566095516 0.0 -5.09283283353 ||| -10.073001
209 ||| f r e u n d i n ||| -0.0975283611064 -0.020393897414 -0.0398540902634 -0.0319068482848 -0.0197753063743 0.0 -3.97492268682 ||| -0.071497
209 ||| f r e u n d e i n ||| -5.54642550297 -7.34984214591 -7.72486306189 -6.91259024193 -6.77009935686 0.0 -99.0 ||| -7.598116
209 ||| f r e u n d i n e ||| -6.25164920504 -8.58587077072 -6.64281611249 -6.71428883214 -9.24264032776 0.0 -99.0 ||| -8.224805
210 ||| n i c h t ||| -0.014078362673 -0.00194697706076 -0.0061907071674 -0.00277856339502 -0.0115667095902 -1.0 -2.03725638986 ||| -0.563444
210 ||| n e i n ||| -4.52854354946 -7.55077221164 -6.68702158948 -7.89386990665 -6.72860905746 -1.0 -2.6275472194 ||| -7.238291
210 ||| n o c h ||| -9.08395191766 -9.89647368332 -7.29874495499 -9.31423750714 -5.75068006204 -1.0 -2.27911411226 ||| -8.826750
211 ||| l i e b s t e n ||| -0.575308696007 -0.212703778926 -0.0710617906704 -0.0311485405023 -0.119589932173 0.0 -4.38106277585 ||| -0.234593
211 ||| l i e b s t e ||| -1.03988431677 -2.1635231169 -3.65020306179 -4.04024797683 -2.74998611441 0.0 -99.0 ||| -3.466121
211 ||| l i e b e s t e n ||| -4.75390826709 -4.92955996272 -3.42369495872 -5.36256445313 -5.5922014926 0.0 -99.0 ||| -5.549738
212 ||| w a n n ||| -0.0409626593327 -0.492788704713 -1.69440296342 -0.0871041309985 -0.291404648664 0.0 -3.35543638468 ||| -0.546324
212 ||| w e n n ||| -3.89562048145 -1.02511983718 -0.370564638483 -2.67060552739 -1.49373129675 0.0 -2.69835242629 ||| -1.911226
212 ||| w a n ||| -6.58040904343 -6.06638247872 -5.41213702923 -7.31408746173 -4.69788798885 0.0 -99.0 ||| -6.751533
213 ||| s u p e r k u l e n ||| -18.4703233103 -0.250105436059 -0.600237340572 -0.440668621645 -1.54353844389 0.0 -99.0 ||| -4.998327
213 ||| s u p e r k a u l e n ||| -2.9876361462 -6.72935877053 -6.42213508192 -4.75202469635 -7.60476115594 0.0 -99.0 ||| -6.436535
213 ||| s u p e r k u l e ||| -18.573158263 -3.16236430508 -2.09440456224 -1.98092210527 -4.23083050379 -1.0 -99.0 ||| -7.286646
214 ||| g e f r a g t ||| -0.0096628349421 -0.00773050689766 -0.000305793590543 -0.000818430507846 -0.00474929392054 0.0 -3.65405657887 ||| -0.031869
214 ||| g e f r a g t e ||| -12.0758547233 -8.0383885588 -11.1056814539 -9.54490193157 -7.45484988522 0.0 -99.0 ||| -10.381287
214 ||| g e g e f r a g t ||| -6.82774581157 -10.0259611414 -10.8386060092 -15.8383423438 -8.38590879329 0.0 -99.0 ||| -11.120665
215 ||| e i n f a c h ||| -0.00136853436723 -0.00464762536063 -0.00162627519731 -0.001493605131 -0.00343222777428 0.0 -2.88935855031 ||| -0.024034
215 ||| e i n f a c ||| -12.3480541418 -7.77222189951 -8.03401325588 -12.8169071924 -7.75259606055 0.0 -99.0 ||| -10.482111
215 ||| e i n f a c h e ||| -11.0764462763 -9.8232371626 -12.3594838767 -7.2015779706 -10.961779366 0.0 -99.0 ||| -11.021857
216 ||| f e t t n ä p f l e i n ||| -0.57603480286 -0.370039416234 -0.164402078178 -0.241203666113 -0.0995770250225 0.0 -4.7176335156 ||| -0.325388
216 ||| f e t t n e p f l e i n ||| -5.27038849523 -5.20626352788 -6.07588222368 -2.47496540137 -7.74513443873 0.0 -99.0 ||| -6.091879
216 ||| f e t t n ä p f l e i ||| -3.97545760034 -5.29246560079 -3.35767914791 -5.30084314399 -9.98718129915 0.0 -99.0 ||| -6.320077
217 ||| e i n ||| -0.452052893275 -0.895550926139 -1.87514199018 -2.56027115668 -0.469955860761 0.0 -2.38818848878 ||| -1.268382
217 ||| e i n e n ||| -1.60945221174 -1.75660681238 -0.678917635374 -0.1863583838 -1.30040104281 -1.0 -2.6454061456 ||| -1.667008
217 ||| e i n e ||| -2.07764512869 -1.08228343133 -1.57370720164 -2.95990327682 -3.82533586438 -1.0 -2.49693717435 ||| -2.863330
218 ||| n o c h ||| -0.00559836470791 -0.00270314654242 -0.0165417426419 -0.00527078348054 -0.00398574733491 -1.0 -2.27911411226 ||| -0.564753
218 ||| n a c h ||| -6.41658516154 -8.48430051207 -4.63249837154 -6.17823721546 -6.7162227104 -1.0 -3.28734943271 ||| -7.051011
218 ||| n o ||| -7.1732697929 -6.98450680559 -6.3817269867 -7.76010005309 -8.54808545918 0.0 -4.54191854596 ||| -7.403366
219 ||| d u ||| -0.0138581517094 -0.0009084444413 -0.00256078895128 -0.00107250003325 -0.00208614980024 0.0 -2.34213542938 ||| -0.021541
219 ||| d i c h ||| -5.10576427704 -8.81477900145 -6.63828179935 -10.639549284 -11.0662821656 -1.0 -2.8352317214 ||| -9.015006
219 ||| d u n ||| -10.054951927 -7.8327462355 -8.93839599664 -8.85861110481 -7.98613964762 0.0 -99.0 ||| -9.471521
220 ||| d e r ||| -0.0965943652123 -0.0895852916979 -0.141292710175 -0.0963254369083 -0.0740413483521 0.0 -2.18047758192 ||| -0.115808
220 ||| d e n ||| -2.61941058905 -3.21097319052 -2.29734751505 -2.62431748363 -2.98717601414 0.0 -2.40422480926 ||| -2.765752
220 ||| d i r ||| -6.02895431492 -3.13367455009 -3.83091848795 -4.77072981359 -4.44823211051 0.0 -2.73894035816 ||| -4.462901
221 ||| m e i n s t ||| -0.00590638742552 -0.0081757189838 -0.0211232368557 -0.0182004742703 -0.0066418687033 -1.0 -3.54340556264 ||| -0.579359
221 ||| m e i n e s t ||| -7.57669046606 -6.85174925006 -4.51364369316 -7.07616354412 -9.54208179743 0.0 -99.0 ||| -7.849418
221 ||| m e i n a s t ||| -10.8457205104 -8.22637379995 -7.91142714287 -6.67361848393 -9.38994385599 0.0 -99.0 ||| -9.346769
222 ||| k o m b i ||| -0.0728971777407 -0.118061583762 -0.0525644802803 -0.041348119349 -0.0400014186979 0.0 -4.7176335156 ||| -0.100111
222 ||| k o m b i n ||| -5.2743752971 -2.98252683902 -3.12835833847 -5.65782970458 -4.26938286126 0.0 -99.0 ||| -4.999847
222 ||| k o m b e i ||| -3.69074291547 -4.54848923537 -9.2970688862 -7.30128532655 -4.58057999738 0.0 -99.0 ||| -6.620985
223 ||| n ä c h s t e ||| -0.485416421002 -0.121482292463 -0.280451057191 -0.0788681360565 -0.713537172705 0.0 -3.92512467504 ||| -0.365185
223 ||| n ä c h s t e n ||| -4.6277448355 -3.45600149173 -2.0065589331 -3.76888527258 -0.953867321296 0.0 -4.09582260251 ||| -2.993117
223 ||| n ä c h s t e s ||| -2.81892141767 -5.14635326371 -3.16233236089 -3.7841973448 -2.25045271904 0.0 -4.2639477551 ||| -3.464209
224 ||| s c h l i m m e n ||| -0.206942429628 -1.18599865592 -0.275963775062 -0.11528664748 -0.679161070223 0.0 -99.0 ||| -1.230023
224 ||| s c h l i m m e ||| -2.6275100413 -0.606168026087 -1.85134026025 -2.47333569346 -1.0525523134 0.0 -99.0 ||| -2.459533
224 ||| s c h l i m m e r ||| -2.99842223746 -1.92853737966 -2.6461896437 -6.34469874251 -3.18409745171 0.0 -4.2639477551 ||| -3.452147
225 ||| l ü f t e r ||| -3.28521764293 -0.0384270101464 -2.18450308258 -1.16058070781 -5.31582827179 0.0 -99.0 ||| -3.134263
225 ||| l ä u f t e r ||| -5.15109062976 -6.36877992794 -0.326784005597 -1.51807304657 -0.779708596378 0.0 -99.0 ||| -3.566239
225 ||| l e u f t e r ||| -0.280641486063 -10.9649600939 -5.46566660417 -0.906807811769 -6.27085285157 0.0 -99.0 ||| -5.515138
226 ||| r e d e n ||| -0.024303339389 -0.033951390608 -0.0191070987136 -0.0140228007015 -0.0621057146982 0.0 -3.6063645184 ||| -0.057558
226 ||| r e d e ||| -4.48169468799 -4.63302036086 -4.35614683497 -5.08170923562 -2.84384257899 0.0 -4.45069748163 ||| -4.312432
226 ||| r e d e r ||| -4.48180780933 -6.35240129893 -7.76780659701 -7.22905336023 -9.91640439637 0.0 -99.0 ||| -7.886847
227 ||| h a t ||| -0.00371165292118 -0.00241452708066 -0.0165840902478 -0.00275030203061 -0.00199423216032 0.0 -2.57784897089 ||| -0.024691
227 ||| h ä t t e ||| -5.87706569091 -7.43424107692 -4.12547893278 -7.08229989832 -7.333140213 0.0 -3.30260547996 ||| -6.395043
227 ||| h e t ||| -8.9151072305 -8.87360637003 -11.2435836605 -11.1027428688 -7.20835128618 0.0 -99.0 ||| -10.206030
228 ||| h a b e ||| -0.00184942997003 -0.00122428414771 -0.00654695771328 -0.0061923986627 -0.00508342205287 0.0 -2.34166046977 ||| -0.021620
228 ||| h a b e n ||| -6.45842668898 -9.73416438867 -5.20659265434 -5.41866473959 -5.47272355722 0.0 -2.81408700347 ||| -6.479074
228 ||| h a b ||| -9.05067376535 -9.66117879887 -12.1776646962 -7.51494956759 -7.96059522787 0.0 -99.0 ||| -10.010364
229 ||| i s h r e n k e n ||| -1.11379039018 -4.89938358643 -3.71214682684 -2.42686982589 -2.38068161639 0.0 -99.0 ||| -3.643926
